document,paragraph_index,original_text,semplit_umt5_text,semplit_umt5_n_tokens,semplit_umt5_n_tokens_all,semplit_umt5_n_chars,semplit_umt5_n_chars_all,semplit_umt5_n_syllables,semplit_umt5_n_words,semplit_umt5_n_unique_lemmas,semplit_umt5_n_sentences,semplit_umt5_n_other,semplit_umt5_n_nouns,semplit_umt5_n_verbs,semplit_umt5_n_number,semplit_umt5_n_symbols,semplit_umt5_n_adverbs,semplit_umt5_n_articles,semplit_umt5_n_pronouns,semplit_umt5_n_particles,semplit_umt5_n_adjectives,semplit_umt5_n_prepositions,semplit_umt5_n_proper_nouns,semplit_umt5_n_punctuations,semplit_umt5_n_interjections,semplit_umt5_n_coordinating_conjunctions,semplit_umt5_n_subordinating_conjunctions,semplit_umt5_n_active_verbs,semplit_umt5_n_passive_verbs,semplit_umt5_ttr,semplit_umt5_gulpease,semplit_umt5_flesch_vacca,semplit_umt5_lexical_density,semplit_umt5_n_vdb,semplit_umt5_n_vdb_fo,semplit_umt5_n_vdb_au,semplit_umt5_n_vdb_ad,semplit_umt5_semantic_similarity,semplit_umt5_editdistance,semplit_umt5_n_added_tokens,semplit_umt5_n_deleted_tokens,semplit_umt5_n_added_vdb_tokens,semplit_umt5_n_deleted_vdb_tokens
07108e7d68b7e897ed6a800be9802105,28,"Si aggiunge il ritardo, a causa della pandemia, si è detto, nei percorsi di maturazione, nei tempi previsti, dei principali progetti portati avanti dalla società (Green Economy, Waterfront e Porto Turistico, Progetto centro servizi, Progetto AgriExpo).","In base alla pandemia, i principali progetti portati dalla società, come l'Green Economy, Lago di Porta Turistico e Porto Turistico, e un progetto di centro servizi, di AgriExpo, e il Progetto AgriExpo.",33,40,164,171,68,27,24,1,0,11,1,0,0,0,4,0,0,1,7,6,7,0,3,0,1,0,81.81818181818183,48.39393939393939,39.06060606060606,0.3939393939393939,23,23,0,6,85.49970388412476,119,10,18,8,12
07108e7d68b7e897ed6a800be9802105,29,"In considerazione di quanto rappresentato, gli amministratori, nella consapevolezza di aver descritto adeguatamente gli eventi e le circostanze principali che possono far sorgere dubbi sulla capacità dell'azienda di continuare ad operare come un'entità in funzionamento, nonché i piani ad oggi ancora non verificatisi per far fronte a tali eventi e circostanze, hanno ritenuto di seguitare ad adottare il presupposto della continuità aziendale nell'elaborazione del presente bilancio in relazione all'attesa capacità dell'impresa di continuare ad operare come un'entità in funzionamento entro i 12 mesi successivi alla data di riferimento del bilancio tenuto conto in particolare:","Considerando quanto detto all'inizio, gli amministratori avevano deciso di registrare meglio gli eventi e le circostanze principali che possono spiegare alla capacità dell'azienda di continuare ad operare come un'entità in funzionamento e i piani che oggi sembrano ancora stati presi in considerazione per rendere l'azienda in funzionamento entro i 12 mesi successivi. Vengono anche valutati i piani in base alla capacità dell'azienda di continuare ad operare come un'entità in funzionamento entro i 12 mesi successivi.",81,84,442,445,184,51,47,2,0,20,17,2,0,4,10,3,0,3,20,0,3,0,2,0,13,4,62.96296296296296,41.839506172839506,17.84567901234567,0.5432098765432098,73,67,6,7,81.56884908676147,273,17,42,16,33
07108e7d68b7e897ed6a800be9802105,30,"Dell'attuazione del progetto legato alla green economy della società anglo-tedesca Aura Power, che prevede un investimento complessivo di 15 milioni di euro, e che potrà determinare, tra ottobre e novembre 2021, la vendita di un macrolotto di 20 ettari circa con un introito cash all'atto del rogito notarile per la società di circa 2.400.000,00 euro. Come già evidenziato in precedenza il progetto, a seguito della presentazione ad aprile 2021 della documentazione tecnica, è attualmente in fase di istruttoria da parte del Dipartimento Ambiente della Regione Calabria attraverso la procedura del PAUR ""Provvedimento Autorizzatorio Unico Regionale"" che sarà conclusa entro 120 giorni dalla presentazione di tutta la documentazione prevista. Considerato che il lotto in cui insiste il progetto è già destinato a livello urbanistico alla realizzazione di impianti per la produzione di energia da fonti rinnovabili, il nullaosta tecnico per l'immissione in rete attraverso una linea già esistente nell'area da parte di Enel e che la potenza dei due impianti previsti non supera i 15 megawatt, il Consiglio di Amministrazione ritiene che non ci sono elementi ostativi all'attuazione del progetto.","L'obiettivo dell'attuazione del progetto legato alla green economy della società Aura Power sarà quello della vendita di un macrolotto di 20 ettari circa con un bonus di 2.400.000 euro. Attualmente, l'obiettivo è valutare e aggiornare un lotto di 20 ettari e una parte del gas per produrre energia da fonti rinnovabili. Secondo il progetto, il progetto è già destinato a costruire impianti per produrre energia da fonti rinnovabili e l'interruzione tecnica per l'immissione in rete attraverso una linea già esistenti nell'area da parte di Enel. Considerando che l'energia dei due impianti previsti non supera i 15 milioni di euro, il Consiglio di Amministrazione ritiene che ci sono requisiti ad adottare il progetto.",119,126,599,606,241,79,69,4,0,36,16,5,0,5,15,2,0,5,27,3,7,0,3,2,16,0,66.38655462184873,48.747899159663866,44.611344537815114,0.5210084033613446,95,89,4,15,79.41051721572876,558,20,70,17,48
07108e7d68b7e897ed6a800be9802105,31,"Dell'attuazione del progetto waterfront e Porto Turistico promosso da Coipa International che, definita la procedura di evidenza pubblica, determinerà la concretizzazione degli impegni finanziari a favore della società contenuti nel MOI rivisto e sottoscritto nel dicembre 2020. In particolare si evidenzia che in data 5 maggio 2021 Coipa International, in una nota trasmessa alla società, ha confermato l'impegno a sottoscrivere, attraverso la NEWCO Coipa Italia Spa in fase di costituzione, azioni della Lameziaeuropa spa fino ad un controvalore pari a 1.500.000,00 euro.","L'attuazione del progetto waterfront e Porto Turistico organizzato da Coipa International sta valutando i suoi impegni finanziari, nel documento pubblicato nel dicembre 2020. In particolare, il progetto farà segnare i conti finanziari per la società nel progetto delle proposte. Per questo motivo, in giugno 2021, coipa ha confermato l'impegno di firmare azioni delle Lameziaeuropa spa fino a 1.500.000 euro.",61,68,343,350,137,54,46,3,0,17,10,3,0,0,8,0,0,3,14,5,7,0,1,0,10,0,88.52459016393442,47.52459016393443,39.68306010928963,0.4918032786885246,44,43,2,3,88.11861276626587,265,24,39,20,25
07108e7d68b7e897ed6a800be9802105,32,"Della prosecuzione delle attività di vendita dei lotti della società, i cui preliminari sono già stati stipulati nel corso del 2020 e che avranno attuazione nel 2021. In particolare nei primi quattro mesi del 2021 si è proceduto nell'area ex Sir con la stipula del rogito (26.02.2021) con la società Dinamica srl valore operazione 45.000 euro oltre iva e nell'area Pip Rotoli con la stipula del rogito (10.02.2021) con Giancarlo Pulice valore operazione 44.000 euro oltre iva. Inoltre entro il 15 giugno 2021 si procederà con la stipula di ulteriori due rogiti per lotti nell'area ex Sir rispettivamente con la società Pironaggi valore operazione 50.000 euro oltre iva e con la società Costa Group valore operazione 55.000 euro oltre iva e di un ulteriore lotto nell'area Pip Rotoli con la società Vimer Sud valore operazione 66.000 euro oltre iva.","Nel 2020 sono state stipulate delle vendite dei lotti della società già iniziato nel 2020 e che verranno adottati nel 2021. I primi quattro mesi del 2021 sono stati stipulati i lotti in base a quelli già creati. Nei primi quattro mesi del 2021, è stato stipulato anche il 26 dicembre 2021 con la società Dinamica srl. Rifiuti è stato 55.000 euro oltre iva, insieme Giancarlo Pulice e un ulteriore lotto nell'area Pip Rotoli con la società Vimer Sud.",80,86,365,371,145,61,45,4,0,15,15,10,0,5,6,2,0,4,15,6,6,0,2,0,4,11,76.25,58.375,68.18749999999999,0.4875,45,45,0,3,77.70092487335205,450,22,56,15,33
07108e7d68b7e897ed6a800be9802105,33,"Le esistenti concrete avviate operazioni di ingressi di finanza hanno condotto a tracciare un percorso di sicura realizzabilità. Si ritiene, pertanto, che sussista la ragionevole aspettativa acché la Società, entro il 31 dicembre 2021, possa disporre di adeguate risorse finanziarie atte a pervenire alla chiusura del mutuo in essere con IntesaSanpaolo già Ubibanca, al ripianamento delle passività pregresse ed all'esercizio delle correnti attività gestionali, volte, con determinazione, al perseguimento di tutti gli obbiettivi programmati"".","Le nuove operazioni di ingressi di finanza hanno stabilito un percorso sicuro per rendere ciò più possibile. Questa difficoltà è probabile che la Società, entro il 31 dicembre 2021, possa destinare soldi finanziarie per chiudere il mutuo con IntesaSanpaolo già Ubibanca e ad esercitare le attività gestionali, per raggiungere tutti gli obiettivi previsti.",53,58,298,303,121,49,45,2,0,12,9,2,0,2,9,1,0,7,8,1,5,0,1,1,9,0,92.45283018867924,44.094339622641506,31.10377358490564,0.5660377358490566,47,43,4,4,70.75297832489014,231,24,42,24,27
07108e7d68b7e897ed6a800be9802105,34,"Nel corso dell'esercizio chiuso al 31 dicembre 2021 la società ha subito una perdita di Euro 191.199; tale risultato economico negativo ha ridotto il Patrimonio a 2,2 milioni di euro rispetto ai 2,4 milioni di Euro dell'esercizio precedente.","Durante l'anno chiuso in 2021, la società ha guadagnato 191.199 euro rispetto ai 2,2 milioni di euro dell'anno precedente.",21,23,102,104,40,19,18,1,0,6,2,3,0,0,3,0,0,2,5,0,2,0,0,0,2,0,90.47619047619048,54.714285714285715,61.19047619047619,0.47619047619047616,16,16,0,1,86.99477910995483,118,6,21,6,15
07108e7d68b7e897ed6a800be9802105,35,"L'Amministrazione Provinciale, nonostante le criticità sopra evidenziate crede fermamente nelle potenzialità della partecipata di continuare ad operare nella qualità di ""Agenzia di Sviluppo Locale"" contribuendo, nel rispetto delle previsioni di cui all'art. 4 comma 2, del d. lgs. 175/2016, alla produzione di un servizio di interesse generale, oltre che al perseguimento delle finalità istituzionali dell'Ente individuate nella promozione e nella tutela dello sviluppo e del progresso civile, sociale ed economico della propria comunità. La detenzione della partecipazione non appare contrastante con le previsioni di cui all'art. 5, comma 1, del medesimo decreto in quanto il mercato locale fa constatare l'esclusività della società rispetto a potenziali concorrenti, data l'assenza di altre compagini similari e partecipate che svolgono le medesime funzioni in ambito comunale, comprensoriale e sovra comunale ovvero in ambiti territoriali ottimali.","La Giunta Provinciale ha deciso di continuare a operare nella qualità dell'Agenzia di Sviluppo Locale, seguendo le regole dell'articolo 4 comma 2, del decreto legislativo 175/2016 che contribuisce alla produzione di un servizio di interesse generale, sia rivolto alle persone che alle altre attività, anche nella società, in casi di conflitto o in zone di interesse. Si tratta di un servizio che favorisce lo sviluppo e il progresso civile, sociale e economico della comunità. La partecipazione non è coerente con le regole dell'articolo 5, comma 1, del decreto. Questo accordo non cambia con le regole dell'articolo 5, comma 1, del decreto. La partecipazione non sembra rispetti le regole dell'articolo 5, comma 1, del decreto, perché il mercato locale mostra che i concorrenti sono legati all'offerta di servizi simili, ma ha il prezzo di partecipazione in alcuni settori, mentre alcune aziende simili svolgono questi compiti ad altre persone o partecipate che svolgono le stesse funzioni nella nostra città in parte del territorio.",167,187,854,874,359,102,88,5,0,51,20,9,0,4,21,5,0,13,35,1,20,0,5,3,16,4,61.07784431137725,46.84431137724551,32.86946107784431,0.5269461077844312,135,116,19,15,83.13441276550293,576,62,62,59,40
07108e7d68b7e897ed6a800be9802105,36,"Pertanto, l'Amministrazione Provinciale intende avvalersi della previsione di cui al TUSP, art. 26 rubricato ""Altre disposizioni transitorie"", comma 7 – che testualmente recita ""Sono fatte salve, fino al completamento dei relativi progetti, le partecipazioni pubbliche nelle società costituite per il coordinamento e l'attuazione dei patti territoriali e contratti d'area per lo sviluppo locale, ai sensi della delibera CIPE 21 marzo 1997"" – che consente di superare quanto previsto dall'art. 24, comma, d. lgs. n. 175/2016 che prevede l'alienazione delle partecipazioni che non soddisfano quanto previsto dall'articolo 20, comma 2, lett. b) e d) del decreto.","L'Amministrazione Provinciale vuole seguire le regole stabilite dal TUSP per garantire che le partecipazioni pubbliche nelle società costituite per coordinamento e implementare i patti territoriali e contratti d'area per lo sviluppo locale, secondo una delibera della CIPE 21 marzo 1997, che dice che rimane più temporanea rispetto allo stesso tipo di governo. Questo consentirà di superare i limiti dell'articolo 24, comma 2, lettera b) e d) del decreto.",71,79,380,388,162,62,56,2,1,18,11,4,0,2,8,2,0,6,12,2,8,0,3,2,11,0,87.32394366197182,43.929577464788736,22.19014084507043,0.5211267605633803,54,47,7,6,76.52672529220581,277,26,51,22,29
07108e7d68b7e897ed6a800be9802105,37,"È una società per azioni a capitale misto a prevalenza pubblica che ha sede nel Comune di Lamezia Terme presso l'aeroporto civile. La società è stata costituita in data 23 febbraio 1990. È iscritta nel Registro Imprese di Catanzaro dal 7 giugno 1990 (codice fiscale e partita Iva 01764970792, n. R.E.A. CZ-134480). La società ha per oggetto lo sviluppo, progettazione, realizzazione, adeguamento, gestione, manutenzione ed uso degli impianti e delle infrastrutture concernenti l'esercizio dell'attività dello scalo dell'aeroporto di Lamezia Terme, o di eventuali altri scali e dei relativi servizi di assistenza a terra e commerciali, dei collegamenti con i centri urbani via aerea e via superficie nonché la realizzazione e la gestione intermodale dei trasporti.","È una società per azioni a valore pubblica che ha sede nel Comune di Lamezia Terme a Lamezia Terme all'aeroporto civile. È stata creata il 23 febbraio 1990 e ha la sua sede a Catanzaro, presso l'aeroporto civile. La società si occupa di migliorare, progettare, fornire, manutenare e utilizzare le attrezzature, i servizi offerti dalle strade, delle città in via aerea e dalla superficie. Inoltre, gestisce e gestisce i trasporti.",72,83,349,360,150,56,49,4,0,16,14,3,0,2,9,2,0,4,13,5,11,0,4,0,11,3,77.77777777777779,57.19444444444444,52.583333333333314,0.5,58,54,6,9,72.6599931716919,394,22,59,18,38
07108e7d68b7e897ed6a800be9802105,38,"In qualità di gestore aeroportuale, ""S.A.CAL. S.p.A."" – in forza di apposita convenzione quarantennale con l'Ente Nazionale per l'Aviazione Civile (E.N.A.C.), sottoscritta in data 11 settembre 2017 e resa efficace con D.I. n. 69 (Infrastrutture – Trasporti – Economia e Finanze), registrato alla Corte dei Conti in data 29/07/2009 – coordina e gestisce l'intero aeroporto, pianifica e coordina lo sviluppo infrastrutturale dello scalo, cura la manutenzione e la pulizia, gestisce i controlli di sicurezza sui passeggeri in partenza, le aree parcheggio e la fornitura di servizi commerciali e pubblicitari attraverso concessione a terzi.","Partecipare in un'aeroporto ""S.A.CAL. S.p.A."" è in grado di migliorare la gestione degli aeroporti per diversi anni con l'Ente Nazionale per l'Aviazione Civile (E.N.A.C.), e che è stata firmata con la Corte dei Conti il 11 settembre 2017 e reso efficace con una convenzione speciale e gestita da una Regione nazionale. Questo coinvolge sia gli aeroporti che quelli per l'aereo, e si occupa di progettare l'infrastruttura del aeroporto, organizzare e gestire il traffico, pulizia e pulizia, gestisce i controlli su sé stessi ai passeggeri, i parcheggi e fornisce servizi commerciali e pubblicitarii, anche se è concesso a terzi.",104,119,515,530,213,78,66,4,0,23,17,2,0,1,15,6,0,8,17,5,15,0,9,1,12,5,75.0,51.01923076923077,46.875,0.47115384615384615,91,77,14,12,84.11624431610107,296,51,42,46,28
07108e7d68b7e897ed6a800be9802105,39,"Nel corso dell'anno 2016, la società è stata oggetto di un aumento di capitale sociale. Prima di tale operazione, il 66.74% delle azioni era detenuto da Enti Pubblici e il rimanente 33,26% da investitori privati. Il capitale sociale ammontava ad € 7.755.000,00, interamente versato, suddiviso in 15.000 azioni del valore nominale di € 517,00. La Provincia di Catanzaro possedeva una partecipazione di n. di n. 2085 azioni, per un valore nominale di € 1.077.945,00, pari al 13.90% del Capitale Sociale.","Nel 2016, la società ha perso un capitale sociale e il restante 33,26% dagli investitori privati. Prima di questa operazione, il 66.74% delle azioni era detenuto da Enti Pubblici e che rimanente 33,26% dalle investitori privati. Il capitale sociale è di 7.755.000,00, suddiviso in 15.000 azioni. La Provincia di Catanzaro possedeva una parte di n. 2085 azioni, per un valore nominale di € 1.077.945,00, pari al 13.90% del capitale sociale.",70,83,357,370,140,54,47,4,0,16,9,9,4,1,9,1,0,8,14,1,9,0,2,0,7,2,77.14285714285715,55.142857142857146,58.5,0.4857142857142857,47,45,5,7,96.82894349098206,141,8,15,6,11
